7535.898029	215131193021332288.000000
7539.748249	214100374269271168.000000
7543.848484	213901560005041600.000000
7547.858713	214532198117291744.000000
7551.837941	215096518263319328.000000
7555.738163	215121699945897696.000000
7559.738392	213876062687712576.000000
7563.778624	214548788982730432.000000
7567.747850	215422279879384384.000000
7571.758080	215004518942565184.000000
7575.768309	214373140386723808.000000
7579.698534	214484108058110848.000000
7583.668761	216081430240349184.000000
7587.577985	216981486584211488.000000
7591.688220	217582731886838368.000000
7595.728451	218172632113819904.000000
7599.768682	216753632316203680.000000
7603.868917	216559525797871968.000000
7607.767139	218010407871338240.000000
7611.897376	218900532434619232.000000
7615.858603	218300203803325952.000000
7620.048842	217060427940371168.000000
7624.149076	216355969850645568.000000
7627.999297	216250603444728320.000000
7632.038528	215544784693095168.000000
7635.898748	215502536966278880.000000
7639.978982	215442963997535776.000000
7644.088217	217315186425086080.000000
7648.058444	217043036272078112.000000
7652.138678	217698654228683712.000000
7656.178908	218697470855024352.000000
7660.039129	218511257068415520.000000
7664.128363	218908750412777056.000000
7667.948582	219624744508616992.000000
7671.988813	218808435482120640.000000
7675.959040	217430803743562848.000000
7679.868263	216768571239969440.000000
7683.938496	216740468339489856.000000
7687.838719	217580557540760416.000000
7691.918953	217875555150079296.000000
7695.819176	218832554128937824.000000
7699.718399	218628167615247776.000000
7703.828634	218143891186973760.000000
7707.798861	218443198628184224.000000
7711.849092	219080552170705984.000000
7715.999330	220150784938584800.000000
7719.898553	222909802699905824.000000
7723.988787	221740259215502656.000000
7727.979015	222184972200312416.000000
7732.179255	222444964477314848.000000
7736.229487	222074443900312224.000000
7740.098709	221380966372564576.000000
7744.178942	220009903197777472.000000
7748.119167	220841103089153952.000000
7752.269404	220038159284241472.000000
7756.308636	218596626102757696.000000
7760.308864	217898034772721952.000000
7764.349095	217456091804407008.000000
7768.289321	217888550508240000.000000
7772.329552	217535503119076544.000000
7776.368783	218654160841150176.000000
7780.309008	218371174455837312.000000
7784.389242	218500336176160000.000000
7788.338468	218126973514708096.000000
7792.298694	217179155361914816.000000
7796.438931	216876866393004576.000000
7800.429159	218660884002656192.000000
7804.479391	218777199737244640.000000
7808.679631	217117672446843008.000000
7812.678860	216183619514057440.000000
7816.469077	215838723127786400.000000
7820.479306	214282646829553120.000000
7824.449533	214647122475393760.000000
7828.459763	215245638414293952.000000
7832.609000	214615334383095328.000000
7836.679233	214031488268918240.000000
7840.719464	215088357163324320.000000
7844.779696	214958456042923360.000000
7848.768924	214723305191095008.000000
7852.799155	216099894987061600.000000
7856.599372	218123536725067136.000000
7860.739609	217356983859179264.000000
7864.889846	216879882832514752.000000
7868.789069	216935022374847392.000000
7872.879303	216681777821710912.000000
7876.779526	218574328597687296.000000
7880.929763	218731299179485600.000000
7885.220009	219051891650151296.000000
7889.070229	219103201679390976.000000
7893.159463	219346407394561376.000000
7897.099689	217955217774912800.000000
7901.139919	218200255971102752.000000
7905.219153	219911182099086880.000000
7909.049372	222105560570797152.000000
7913.159607	219641334002756192.000000
7917.089832	217142926086520480.000000
7921.140063	217985759827379616.000000
7925.109291	218218735441118304.000000
7928.969511	217659218869629184.000000
7933.079746	216620689546583520.000000
7937.049973	216562291647064416.000000
7941.098205	217409235715401376.000000
7945.179438	217344908659355968.000000
7949.129664	216712911004204640.000000
7953.169896	216202197877222240.000000
7957.090120	216944015059660032.000000
7960.919339	216806485222191616.000000
7965.169582	216032880479654528.000000
7969.109807	216732142359978688.000000
7973.250044	216553653154087360.000000
7977.300275	216989489172421184.000000
7981.229500	217043106078605088.000000
7985.269732	217415867053228128.000000
7989.279961	216841272069466752.000000
7993.180184	215830414114517856.000000
7997.110409	215046708094132864.000000
8001.120638	214204600281105504.000000
8005.049863	214545829044479552.000000
8009.030090	214068532639261440.000000
8013.000318	213596538079077664.000000
8017.040548	212735761743585536.000000
8021.049778	213532402166214752.000000
8025.050007	214843188448747104.000000
8029.130240	216435700870562848.000000
8033.280478	215413754577049152.000000
8037.079695	215085174761110144.000000
8041.171929	214810998939408896.000000
8045.320166	215806629949275232.000000
8049.369398	216338901164103296.000000
8053.459631	216922217707568544.000000
8057.309852	217680323976110784.000000
8061.150072	217546608343462368.000000
8065.050294	217832655305379104.000000
8069.050523	216947665367081408.000000
8073.099755	217149756504281472.000000
8077.139986	217122504310005984.000000
8081.340226	216540778020582240.000000
8085.330454	215720066379771200.000000
8089.299682	215027378366161344.000000
8093.449919	214744397594602528.000000
8097.380144	216056697234890400.000000
